link,text,date,No_of_likes,No_of_comments
https://twitter.com/Kumarha70885603/status/1739152163979534364#m,You are rfring to SA in Bengal and HBS in Assam right but it's lok sabha election anyhow bjp wins max seats is important and whatever no of seats bjp will win all due to modi no one else,"Dec 25, 2023 · 5:12 AM UTC",0,1
https://twitter.com/abhidesai639/status/1739152030583705923#m,Aam Aadmi Party National Organization General Secretary and Gujarat In-charge Mr. @SandeepPathak04 will visit Gujarat tomorrow on 26/12/2023 as part of preparations for the upcoming Lok Sabha elections. @manoj_sorathiya,"Dec 25, 2023 · 5:12 AM UTC",0,0
https://twitter.com/vijaythottathil/status/1736691759399284864#m,"Lok Sabha speaker Om birla suspends 31 opposition members, including Congress leader Adhir Ranjan Chowdhury, from House for remainder of Winter Session! Message is very clear don’t question Modi, Parliament is just for namesake and Modi will do his Manmani & others has to obey it ☝🏼","Dec 18, 2023 · 10:15 AM UTC",545,141
https://twitter.com/vibewidyou/status/1736715090349466046#m,"BJP suspended 47 MP's from Loksabha and 34 MP's from Rajyasabha. Total 81 MP's they suspended bcoz all were asking question on parliament security. First he purchased Media and when MP's started questioning, He suspended MP's also. Tanashah ek Darpok aadmi hai...","Dec 18, 2023 · 11:48 AM UTC",26,3
https://twitter.com/SuryahSG/status/1738800194526093745#m,"Celebrated #Christmas & provided school kits to children of #SouthChennai Lok Sabha, #Velachery, Adyar, Periyar Nagar Ward - 173. #தென்சென்னை எம்.பி தொகுதி, #வேளச்சேரி, அடையார் பெரியார் நகரில் குழந்தைகளுடன் #கிறுஸ்துமஸ் கொண்டாடி மாணவர்களுக்கு நலத்திட்ட உதவிகளை வழங்கினோம்.","Dec 24, 2023 · 5:54 AM UTC",158,4
https://twitter.com/TNNavbharat/status/1738913713690964022#m,#Dhartiputra: कांग्रेस नेता #GinniSahni के साथ तीखी बहस में बोले राजनीतिक विश्लेषक @Surya_Maithil- 'इस देश के संसाधनों पर पहला हक मुसलमानों का है किस पार्टी ने कहा था?' @VidyaNathJha #SamajwadiParty #UPPolitics #BJP #Loksabha,"Dec 24, 2023 · 1:25 PM UTC",31,0
https://twitter.com/Raavivamsi49218/status/1739151612785082487#m,"""Crying Like A Child"": Trinamool MP's Swipe At Veep Amid Mimicry Row Addressing a political meeting at Seram pore in Bengal, Kalyan Banerjee said the first person to perform mimicry inside Lok Sabha was Prime Minister Narendra Modi. https://qr.ae/pKZ84G","Dec 25, 2023 · 5:10 AM UTC",0,0
https://twitter.com/Rohit_K_Sain/status/1739151339576533015#m,Isi k sath tumhari Loksabha ki 10 seats aur gayi.,"Dec 25, 2023 · 5:09 AM UTC",0,0
https://twitter.com/HARVEY_1978/status/1739151303090319658#m,Lok Sabha elections around the corner.,"Dec 25, 2023 · 5:09 AM UTC",0,0
https://twitter.com/weird_thakur/status/1737779004755869706#m,"Madhya Pradesh Vidhan Sabha Election 2023 Result in terms of Lok Sabha seat. 15, Balaghat BJP- 45.9 (50.7-2019) INC- 45.7 (33.1-2019) BSP+GGP- 3.3 (6.8) OTH- 5.1 (9.3) 16, Chhindwara BJP- 41.5 (44.1-2019) INC- 48.5 (47.1-2019) OTH- 10.0 (8.9) #MadhyaPradesh","Dec 21, 2023 · 10:16 AM UTC",9,0
https://twitter.com/jasonz202/status/1739151009354809689#m,Mahua you are #congressi pimp. You've done nothing to be a member of loksabha other than creating drama to get media attention. 🥱,"Dec 25, 2023 · 5:08 AM UTC",0,0
https://twitter.com/DrGauravKMistry/status/1739151002174193700#m,"😂😂😂 Phir Bhi Modi Led BJP Govt Ne Jat Betiyon Ko Sadak Pe Le Aaya Sirf Ek Brijbhushan Ke Liye Loksabha 2024 Nahi Hota Toh Jat Betiyan Sadak Pe Hi Reh Jaati ... Your Organisation is useless, dumb","Dec 25, 2023 · 5:08 AM UTC",0,1
https://twitter.com/sadhanafms/status/1739150662926020782#m,Dear Mr .Senthil...do you need all these..we are living in 2024..common change yourself..this is not 1980's or 1990's to make people believe your propaganda..any way people of Dharmapuri district know what to do in coming Loksabha elections.,"Dec 25, 2023 · 5:06 AM UTC",0,0
https://twitter.com/Manisht96993929/status/1739150642198007810#m,Already bjp number one in south bharat in lok sabha seats,"Dec 25, 2023 · 5:06 AM UTC",2,0
https://twitter.com/chauhan33174331/status/1739150633373163710#m,Bihar ke lok sabha chunav me rjd dafan ho jayegi,"Dec 25, 2023 · 5:06 AM UTC",0,0
https://twitter.com/pvatsa099/status/1739150576145903926#m,See 2014 Loksabha See 2019 Loksabha Today RJD has zero MP in Bihar,"Dec 25, 2023 · 5:06 AM UTC",0,0
https://twitter.com/vibewidyou/status/1738914047544947190#m,ABP CVoter Lok Sabha Opinion Poll 2024 Maharashtra : 48 seats n Vote Share BJP+ : 19-21 | 37% MVA : 26-28 | 41% OTH : 0-2 | 22% This survey is giving MVA good edge. MVA should fight more on the ground and they can even cross 40+ in Lok Sabha elections. #opinionpoll,"Dec 24, 2023 · 1:26 PM UTC",27,7
https://twitter.com/DeccanHerald/status/1738824379889222024#m,"MP Pratap Simha said, ""Goddess Chamundeshwari, Goddess Kaveri, and my readers know whether I am patriotic or anti-national. People will give their mandate in this regard in the upcoming Mysuru-Kodagu Lok Sabha election."" #IndiaNews #KarnatakaNews #BJP https://www.deccanherald.com/india/karnataka/people-will-decide-in-ls-polls-if-i-am-a-patriot-or-otherwise-mp-pratap-simha-2823824","Dec 24, 2023 · 7:30 AM UTC",175,0
https://twitter.com/LokSabhaSectt/status/1739150180065423555#m,#abcofparliament,"Dec 25, 2023 · 5:04 AM UTC",13,0
https://twitter.com/ABPNews/status/1739150109550747807#m,Watch | छत्तीसगढ़ का ओपिनियन पोल छत्तीसगढ़ CM विष्णु देव साय EXCLUSIVE इंटरव्यू @rajendradev6 | @rajeshtripath1 https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #Chhattisgarh,"Dec 25, 2023 · 5:04 AM UTC",19,2
https://twitter.com/sunilkrpintu/status/1739150016403386824#m,,"Dec 25, 2023 · 5:04 AM UTC",1,0
https://twitter.com/dhillonpally1/status/1739150003564867857#m,Sharif Loka nu vote paunda vee kon aa Manmohan Singh kadi vee Loksabha dean vota nahi jitiaya,"Dec 25, 2023 · 5:04 AM UTC",0,0
https://twitter.com/LordFromAdobe/status/1739149990583521466#m,DMK is bulshitting bully and rest of the INDI alliance partners are playing apologia. Why can't you openly condemn. You don'tneed them to win elections. They will anyways not win much in Loksabha. @yadavtejashwi @RahulGandhi #bihari @NitishKumar,"Dec 25, 2023 · 5:04 AM UTC",0,0
https://twitter.com/ABPNews/status/1739149894542393687#m,Watch | पश्चिम बंगाल का ओपिनियन पोल किसे मिलेगी कितनी सीट ? @vivekstake | @rajendradev6 https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #WestBengal,"Dec 25, 2023 · 5:03 AM UTC",10,2
https://twitter.com/LokSabhaSectt/status/1739149859230552361#m,,"Dec 25, 2023 · 5:03 AM UTC",113,4
https://twitter.com/ABPNews/status/1739149821825655002#m,"Watch | पंजाब का ओपिनियन पोल, जानिए किसे कितने वोट? @vivekstake | @rajendradev6 | https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #Punjab","Dec 25, 2023 · 5:03 AM UTC",10,0
https://twitter.com/RajeshC46513394/status/1739149746512830711#m,PM Modi's 'NaMo' App Launches 'Jan Man Survey' Ahead of Lok Sabha Polls https://www.deccanchronicle.com/nation/in-other-news/201223/pm-modis-namo-app-launches-jan-man-survey-ahead-of-lok-sabha-poll.html via NaMo App,"Dec 25, 2023 · 5:03 AM UTC",0,0
https://twitter.com/LokSabhaSectt/status/1739149682931277989#m,,"Dec 25, 2023 · 5:02 AM UTC",0,0
https://twitter.com/sunilkrpintu/status/1739149664891326660#m,,"Dec 25, 2023 · 5:02 AM UTC",3,1
https://twitter.com/LokSabhaSectt/status/1739149383084707894#m,,"Dec 25, 2023 · 5:01 AM UTC",9,0
https://twitter.com/PantharChannel/status/1739149272246112340#m,J&K bills to provide justice to those deprived for 70 years: Amit Shah in Lok Sabha https://timesofindia.indiatimes.com/india/jk-bills-to-provide-justice-to-those-who-were-insulted-ignored-amit-shah-in-lok-sabha/articleshow/105780875.cms via NaMo App,"Dec 25, 2023 · 5:01 AM UTC",0,0
https://twitter.com/NowNewsz/status/1739148974144233601#m,লোকসভা ভোটে মহিলা মুখ খুঁজছে বিজেপি #FemaleCandidate #LokSabha #BJP #NewszNow,"Dec 25, 2023 · 5:00 AM UTC",0,0
https://twitter.com/NagpurChaHayBey/status/1739148950391890386#m,"Ye ""10 din"" kaha se layaa hoga isne..? Advocate hai.? But exactly 10 din pehle hack hua ye kaise pata isko.! Pakka isine kiya hoga. Agar #MahuaMoitra LokSabha ka login de sakti hai to mai bhi FB ka login dunga bol ke kiya hoga isne kaand..! Ethics Committee please come in..!","Dec 25, 2023 · 4:59 AM UTC",0,0
https://twitter.com/Bornvita_girl/status/1737415109482561950#m,Honorable Home Minister Shri @AmitShah ji is going to speak in the Lok Sabha on three new Criminal Law Bills which will make the legal process of the country more simple. #NayeBharatKeNayeKanoon,"Dec 20, 2023 · 10:10 AM UTC",0,0
https://twitter.com/vadula61/status/1739148750461734942#m,"See this Pappu-Panuti's language, full of arrogance and hatred, People of 3 Hindi heartland states taught him a lesson of life time, and Congress will be marginalized in 2024 Lok Sabha polls.","Dec 25, 2023 · 4:59 AM UTC",0,0
https://twitter.com/ZeeBiharNews/status/1739148536195973269#m,"Lok Sabha Election 2024: 'नीतीश ने जो माहौल बनाया, उसे पंचर किया जा रहा...', इंडी गठबंधन को आनंद मोहन की सलाह https://zeenews.india.com/hindi/india/bihar-jharkhand/politics/anand-mohan-advice-to-congress-said-indi-alliance-being-punctured-nitish-kumar-effort/2027307","Dec 25, 2023 · 4:58 AM UTC",6,0
https://twitter.com/LokSabhaSectt/status/1739148313801498885#m,"Lok Sabha Speaker Shri @ombirlakota extends greetings to the people on the occasion of #Christmas, today. @loksabhaspeaker @sansad_tv #MerryChristmas","Dec 25, 2023 · 4:57 AM UTC",2,0
https://twitter.com/sushil_pan88407/status/1739148305849008264#m,"#StopTheBlockade | Where is PM Modi? Is he busy inaugurating Vande Bharat? : @rahmantauseef19, Spokesperson, TMC #Parliament #LokSabha #RajyaSabha #BJP #Congress #NDA #Opposition #Manipur #ManipurViolence #Arnab #ArnabGoswami","Dec 25, 2023 · 4:57 AM UTC",0,0
https://twitter.com/LokSabhaSectt/status/1739148031709397502#m,"Lok Sabha Speaker Shri @ombirlakota greets MoS, Ministry of Social Justice & Empowerment, Shri @RamdasAthawale on his birthday. @loksabhaspeaker @sansad_tv","Dec 25, 2023 · 4:56 AM UTC",7,0
https://twitter.com/NagpurChaHayBey/status/1739148012243603609#m,Facebook Account hack ho gaya to buddhe ko problem ho gayi...! Vaha jaan bujhkar apna LokSabha ka ID kisi bande ko de diya #MahuaMoitra ne to usko defend karne chala tha ye...! Saare #Pappu hi bhare pade hai Opposition me..!,"Dec 25, 2023 · 4:56 AM UTC",2,0
https://twitter.com/raverloksabha/status/1739147975526363364#m,"भारतीय जनता पक्षाचे संस्थापक, माजी प्रधानमंत्री, परम श्रद्धेय भारतरत्न पंडित ""अटल बिहारी वाजपेयी"" जी यांना जयंती निमित्त विनम्र अभिवादन...","Dec 25, 2023 · 4:56 AM UTC",5,0
https://twitter.com/NewsMobileIndia/status/1739147859008877030#m,"J&K Congress leaders to meet with Congress leadership tomorrow at AICC HQs to discuss the election preparedness for Lok Sabha, Congress president Mallikarjun Kharge, party leaders Rahul Gandhi, KC Venugopal will be in present in the meeting.","Dec 25, 2023 · 4:55 AM UTC",0,0
https://twitter.com/kartik_chau/status/1739147718553907206#m,It is for best - now all lok sabha cong will win Khattar is so (un)popular,"Dec 25, 2023 · 4:55 AM UTC",0,0
https://twitter.com/raverloksabha/status/1739147716834267313#m,नाताळच्या हार्दिक शुभेच्छा..! #merrychristmas2023,"Dec 25, 2023 · 4:55 AM UTC",3,0
https://twitter.com/RajeshC46513394/status/1739147716213756229#m,"Lok Sabha recorded 74% productivity, says Speaker https://timesofindia.indiatimes.com/india/lok-sabha-recorded-74-productivity-says-speaker/articleshow/106195067.cms via NaMo App","Dec 25, 2023 · 4:55 AM UTC",0,0
https://twitter.com/navaneethreddym/status/1739147684601352634#m,CBN unnanka lokesh ela aythadu,"Dec 25, 2023 · 4:54 AM UTC",0,1
https://twitter.com/dr_rajpurohit/status/1739147645229379802#m,Heartiest congratulations to Sh. @avinashpandeinc Ji AICC General Secretary In-charge of Uttar Pradesh which has highest 80 loksabha seats.,"Dec 25, 2023 · 4:54 AM UTC",0,0
https://twitter.com/khadseraksha/status/1739129142438728143#m,"भारतीय जनता पक्षाचे संस्थापक, माजी प्रधानमंत्री, परम श्रद्धेय भारतरत्न पंडित ""अटल बिहारी वाजपेयी"" जी यांना जयंती निमित्त विनम्र अभिवादन...","Dec 25, 2023 · 3:41 AM UTC",7,0
https://twitter.com/khadseraksha/status/1738982877583597774#m,"प्रधानमंत्री श्री.नरेंद्रजी मोदी यांच्या नेतृत्वातील केंद्र सरकारला १० वर्ष पूर्ण होण्यात असून, “एक बार फिर से मोदी सरकार” नारा देत राजुरा (मुक्ताईनगर) येथील बुथवर बूथप्रमुख व शक्तीकेंद्र प्रमुख यांच्यासह “संपर्क से समर्थन” व “घर चलो अभियान” राबविण्यात आले.","Dec 24, 2023 · 6:00 PM UTC",18,0
https://twitter.com/khadseraksha/status/1738982464046108786#m,"रावेर लोकसभा अंतर्गत ""विकसित भारत संकल्प यात्रा"" मुक्ताईनगर तालुक्याच्या मोहिमेचा राजुरा (मुक्ताईनगर) येथे माझ्या उपस्थित समारोप झाला, यावेळी सदर मोहिम यशस्वीरीत्या राबविल्या बद्दल सर्व शासकीय कर्मचारी, अधिकारी यांचे आभार मानून अभिनंदन केले.","Dec 24, 2023 · 5:58 PM UTC",16,1
https://twitter.com/Sunil31122000/status/1739147556586995995#m,Jaisalmer barmer loksabha se kon,"Dec 25, 2023 · 4:54 AM UTC",3,0
https://twitter.com/khadseraksha/status/1738849705554042971#m,"प्रधानमंत्री श्री.नरेंद्रजी मोदी यांच्या नेतृत्वातील केंद्र सरकारला १० वर्ष पूर्ण होण्यात असून, “एक बार फिर से मोदी सरकार” नारा देत भाजपा #सुपर_वॉरियर म्हणून सालबर्डी (मुक्ताईनगर) येथील बुथवर बूथप्रमुख व शक्तीकेंद्र प्रमुखसह “संपर्क से समर्थन” व “घर चलो अभियान” राबविण्यात आले.","Dec 24, 2023 · 9:10 AM UTC",17,0
https://twitter.com/khadseraksha/status/1738822309396304124#m,"भाजपा #सुपर_वॉरियर म्हणून सालबर्डी (मुक्ताईनगर) येथील बुथ क्र.167 व 168 वर पदाधिकारी व कार्यकर्त्यांची बैठक माझ्या अध्यक्षतेखाली घेण्यात आली. सदर गावातील बूथनिहाय पक्ष संघटनेचा आढावा घेतला व आगामी निवडणुकांसाठी बूथ प्रमुख, शक्ती केंद्रप्रमुख व कार्यकर्ते यांना मार्गदर्शन केले.","Dec 24, 2023 · 7:21 AM UTC",20,0
https://twitter.com/khadseraksha/status/1738794972382437623#m,"रावेर लोकसभा क्षेत्रांतर्गत ""यावल"" तालुक्यातील पूर्व तपसणी व नोंदणी झालेल्या दिव्यांग बांधवांसाठी ""कुत्रिम अवयव व सहाय्यभूत साधने मोफत वाटप शिबीर""... यावल - दिनांक : २५/१२/२०२३, सोमवार, सकाळी १०.०० वाजेपासून स्थळ : पंचायत समिती, यावल जि.जळगांव","Dec 24, 2023 · 5:33 AM UTC",22,0
https://twitter.com/khadseraksha/status/1738611962794422283#m,"प्रधानमंत्री आदरणीय श्री.नरेंद्रजी मोदी यांच्या नेतृत्वातील केंद्र सरकारला १० वर्ष पूर्ण होण्यात असून, “एक बार फिर से मोदी सरकार” नारा देत भाजपा तर्फे चोपडा शहर येथे “संपर्क से समर्थन” व “घर चलो अभियान” राबविण्यात येऊन, चोपडा शहरातील प्रतिष्ठित नागरिक घरी भेटी देण्यात आल्या.","Dec 23, 2023 · 5:26 PM UTC",19,1
https://twitter.com/BJP4India/status/1738247567316824331#m,"आज भाजपा केन्द्रीय कार्यालय विस्तार, नई दिल्ली में पार्टी के राष्ट्रीय अध्यक्ष श्री @JPNadda ने प्रधानमंत्री श्री @narendramodi की गरिमामयी उपस्थिति में दो दिवसीय 'राष्ट्रीय पदाधिकारी बैठक' का शुभारंभ किया।","Dec 22, 2023 · 5:18 PM UTC",5183,80
https://twitter.com/LokSabhaSectt/status/1739147402823733370#m,"Lok Sabha Speaker Shri @ombirlakota greets Shri @FaiyazAhmadRJD, MP on his birthday. @loksabhaspeaker @sansad_tv","Dec 25, 2023 · 4:53 AM UTC",10,0
https://twitter.com/khadseraksha/status/1738553857460904098#m,"चोपडा येथे सामाजिक न्याय व विशेष सहाय्य विभाग, भारत सरकार यांच्या द्वारा भारतीय कृत्रिम अंग निर्माण निगम यांच्या मार्फत दिव्यांग बांधवांसाठी माझ्या प्रयत्नाने “कृत्रिम अवयव व सहाय्यभूत साधने वाटप शिबिर”चे आयोजन करण्यात आले, यावेळी साहित्य वाटप करून दिव्यांग बांधवांशी संवाद साधला.","Dec 23, 2023 · 1:35 PM UTC",26,1
https://twitter.com/khadseraksha/status/1738240777141301293#m,"मध्य रेल्वे महाव्यवस्थापक श्री.राम करण यादव हे आज भुसावळ रेल्वे विभाग दौऱ्यावर आले असता, डीआरएम कार्यालय, भुसावळ येथे आमदार श्री.संजयजी सावकारे यांच्यासह त्यांची भेट घेऊन रावेर लोकसभा क्षेत्रातील रेल्वे विषयक विविध विषयांवर संवाद साधून, कामे तत्काळ मार्गी लावणे विषयी मागणी केली.","Dec 22, 2023 · 4:51 PM UTC",29,1
https://twitter.com/AdvSandeepBJP/status/1739147289246003268#m,U can only do such comic acts …. 2024 u will lose ur Lok sabha seat .. Mark my words ….,"Dec 25, 2023 · 4:53 AM UTC",0,0
https://twitter.com/DDNewslive/status/1738905361950589406#m,"#LokSabha | Speaker @ombirlakota extends greetings on the eve of #Christmas Wishing you a #MerryChristmas brimming with joy, peace & the spirit of giving. May the joyous Christmas fill your life with love, bring warmth to your heart and blessings to your life: Speaker","Dec 24, 2023 · 12:52 PM UTC",20,1
https://twitter.com/DocRahulBharat/status/1739116950285144447#m,"राजनीति के दलदल में भी बेदाग रहकर कमल हो जाना, कहां किसी के लिये मुमकिन है,दूसरा अटल हो जाना । पूर्व प्रधानमंत्री अटल बिहारी वाजपेयी जी के अवतरण दिवस पर शत शत नमन । #atalbihariji #AtalBihariVajpayeeihari #Vision2047 #collectivegoodness #LokSabha #NarendraModi #अटल_बिहारी_बाजपेई","Dec 25, 2023 · 2:52 AM UTC",2,0
https://twitter.com/AdityaR55294082/status/1739146373541646650#m,Congress ki dalali karunga Loksabha ka chunaav ladunga Wrestling me juniors ka haq marunga Padam shri ka istemal apne propaganda ke liye karunga @BajrangPunia,"Dec 25, 2023 · 4:49 AM UTC",0,0
https://twitter.com/Sahiljat898/status/1739146264124805623#m,"Jat, gurjar, meena sab dete hai congress kai hutiyo ko lagta hai log vidhanasabha and loksabha mai voting different karte hai , cm chaiye congress ka but pm chaiye yogi ya modi😂😂yehi bjp nai log hi hack kar rekhe hai","Dec 25, 2023 · 4:49 AM UTC",1,0
https://twitter.com/Janmatpolls/status/1739122885577294049#m,"According to the data revealed in the opinion poll of C-Voter, the wind of Congress is visible in Punjab. If elections were held today in the 13 Lok Sabha seats of Punjab, BJP would have got 0-2 seats, Congress would have got 5-7 seats, Aam Aadmi Party would have got 4-6 seats Shiromani Akali Dal would have got 0-2 seats. #LoksabhaElection2024","Dec 25, 2023 · 3:16 AM UTC",35,1
https://twitter.com/LachhmanBhatia/status/1739145994711773613#m,What is there to be surprised at? Every lion roams in the forest (a lion never roams in the street) in search of prey who just run away hearing the roar of the lion. Oppn leaders've started fighting among themselves crying wolf. They'd be laid low in 2024 Lok Sabha poll. Wait!,"Dec 25, 2023 · 4:48 AM UTC",0,0
https://twitter.com/Hsingh180981/status/1739145452812161089#m,same people to remove @narendramodi govt that works also for the unorganised sector of India as well. Next Lok Sabha elections citizens of UP & Bihar should keep in mind and chose progressive govt of @narendramodi ji that works for the people rather than talk them down.,"Dec 25, 2023 · 4:46 AM UTC",0,0
https://twitter.com/Bharat736394137/status/1738969461003329974#m,"Pagal ki aulad in 2014 bjp fought lok sabha without lok sabha and won 3/4th with alliance with Ram Vilas Paswan, yeh faltu k Gyan apne baap ko seekha","Dec 24, 2023 · 5:06 PM UTC",1,0
https://twitter.com/ABPNews/status/1739144966138671497#m,"Watch | यूपी का ओपिनियन पोल, NDA और I.N.D.I.A को कितनी मिलेंगी सीट? @vivekstake | @rajendradev6 | @sanjayjourno https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #UttarPradesh #UpNews","Dec 25, 2023 · 4:44 AM UTC",9,0
https://twitter.com/ABPNews/status/1739145165674332270#m,Watch | महाराष्ट्र में INDIA या NDA! किसे मिलेंगी कितनी सीटें @vivekstake | @rajendradev6 | @rajeshtripath1 https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #Maharashtra,"Dec 25, 2023 · 4:44 AM UTC",20,4
https://twitter.com/GudduKasana/status/1739145061680439475#m,Loksabha me sab ak sath dete hai bcz candidate itna matter nahi karta.... Udaipurwati seat hi dekh lo...Rajput and Saini dono hi BJP ko denge vote vo bhi daba ke loksabha me...,"Dec 25, 2023 · 4:44 AM UTC",2,1
https://twitter.com/PoliticalViewsO/status/1738906446018842674#m,"ABP CVoter Lok Sabha Opinion Poll 2024 Punjab : 13 seats INC : 5-7 | 27% Vote Share AAP : 4-6 | 25% BJP : 0-2 | 16% SAD : 0-2 | 14% As per this survey, in a four-cornered contest, Congress can become the largest party in Punjab in terms of both vote share and seats.","Dec 24, 2023 · 12:56 PM UTC",243,25
https://twitter.com/nedricknews/status/1739144862622994555#m,"Rahul Gandhi की सजा पक्की, BJP करेगी विपक्ष को 'BAN' ? Jagdeep Dhankhar vs INDIA...#rahulgandhi #jagdeepdhankhar #rss #india #bjp #modi #modigovernment #modigovernment #parliamentsecuritybreach #Loksabha #pmmodi #modi #loksabhaelection2024 #parliamentattack #parliamentsecuritybreach #rahulgandhi #indiaalliancemeeting #mallikarjunkharge #amitshah #jagdeepdhankhar #kalyanbanerjee #jantarmantar","Dec 25, 2023 · 4:43 AM UTC",1,0
https://twitter.com/vishuarora23/status/1739144858642849796#m,@3 seat pe loksabha pe vote h tumhare bus samjha,"Dec 25, 2023 · 4:43 AM UTC",0,0
https://twitter.com/Ruby230879/status/1739144209456931019#m,Sachin ji zindagi toh guzar hi jayegi lekin aap mere jaise logon ke santa ban jao iss year and Cong ko Kam se Kam 10 lok sabha seat dila do na pls,"Dec 25, 2023 · 4:41 AM UTC",0,0
https://twitter.com/vpvidrohi/status/1739143831051006013#m,"2/2--क्योंकि #संघीयों अनुसार, जनता ने उन्हें #MP_MLA चुनकर पाक-साफ घोषित कर दिया! बुड़बक ढोंगी, संघी! #BJP #Congress #INDIAAlliance #RahulGandhiVoiceOfIndia #ParliamentSecurityBreach #LokSabha #parliamentwintersession2023","Dec 25, 2023 · 4:39 AM UTC",0,0
https://twitter.com/avn2704/status/1739143363948134614#m,Dmk party members afraid of Modi and bjp effect in 2024 election due to that they are trying to divide people in the name of south and north so atleast in south they can save loksabha seats to push back. Otherwise politician don't care for common people.,"Dec 25, 2023 · 4:37 AM UTC",0,0
https://twitter.com/sureshtv/status/1739142472775897403#m,@mayurjani @bhauwankhade Who can analyse Gujarat Loksabha 2024 seats. How many of 26 seats Congress + AAP votes > BJP Votes --- @isudan_gadhvi @SandeepPathak04 @SupriyaShrinate @Pawankhera @kcvenugopalmp,"Dec 25, 2023 · 4:34 AM UTC",0,0
https://twitter.com/chalotweetkaro/status/1739142259851800847#m,He is the leader of Laal Bhars 😂🙏🏻 if he goes then left party will lose deposit in each and every constituency of the country ...surely a national party with 2 loksabha seats cannot afford this 🥳🥳🥳,"Dec 25, 2023 · 4:33 AM UTC",0,1
https://twitter.com/Indian_Analyzer/status/1738446278890307621#m,🚀 #AnalyzerChronicles: BJP's 2024 Vision Unveiled! 🎯 - BJP eyes ambitious target of 50%+ vote share & 350 seats alone (400+ for NDA) in 2024 Loksabha elections. Party leadership has instructed national office bearers to leave no stone unturned to achieve this🔥,"Dec 23, 2023 · 6:27 AM UTC",2162,17
https://twitter.com/surendraugare/status/1739141628764495886#m,"I think he is not a Lok Sabha speaker, he is the Uttar Pradesh speaker.","Dec 25, 2023 · 4:30 AM UTC",0,0
https://twitter.com/navaneethreddym/status/1739141456026317005#m,"Last time MP elections appudu granted ga teskuntaru, bounce back ayindi Siricilla lo kuda, esari they will fight kani result ela untadho chudali","Dec 25, 2023 · 4:30 AM UTC",1,1
https://twitter.com/dravidianvision/status/1739141421313958157#m,Chief Justice Nariman Warns: Bill's Election Commissioner Appointment Threatens Fair Elections #FaliNariman #ChiefJustice #Parliament #LokSabha #RajyaSabha #ElectionCommission #ParliamentBillPassed #CECBill2023 #DravidianVision,"Dec 25, 2023 · 4:30 AM UTC",0,0
https://twitter.com/rameshk6/status/1739141380092621064#m,1989 Murasoli Maran took oath as central Minister. DMK won 0 seats in Lok Sabha elections “தேர்தலில் ஜெயிக்க தெம்பற்றவர்கள்”,"Dec 25, 2023 · 4:29 AM UTC",0,0
https://twitter.com/ttindia/status/1739141320093098032#m,"Speaking on the Parliament breach issue, Simha on December 24 said people will ultimately decide whether he was a patriot or a traitor during the 2024 Lok Sabha polls #PratapSimha #Congress #Parliamentsecuritybreach https://www.telegraphindia.com/india/congress-slams-bharatiya-janata-partys-member-of-parliament-pratap-simha-says-hes-running-away-from-questions-on-parliament-security-breach/cid/1989186?utm_source=twitter&utm_medium=social&utm_campaign=tt_daily_twit","Dec 25, 2023 · 4:29 AM UTC",0,1
https://twitter.com/19alAlex/status/1739140732223725837#m,Kaun si loksabha seat hai jo Mva jit rahi hai ye batao,"Dec 25, 2023 · 4:27 AM UTC",0,0
https://twitter.com/AmanTiw94359946/status/1739140612430221619#m,Over 9500 Jan Aushadi Centers set up since launch of scheme in 2008: Union Health Minister Mansukh Mandaviya in Lok Sabha https://www.etvbharat.com/english/state/delhi/over-9500-jan-aushadi-centers-set-up-since-launch-of-scheme-in-2008-union-health-minister-mansukh-mandaviya-in-lok-sabha/na20230721162546596596433 via NaMo App,"Dec 25, 2023 · 4:26 AM UTC",0,0
https://twitter.com/WS_Dude/status/1739140558096879740#m,"Between protecting Modi before 2024 Lok Sabha elections and the Gujjar Bakkarwal folks who once told us about intruders in Kargil, for the ruling party, the national interest is clear","Dec 25, 2023 · 4:26 AM UTC",0,0
https://twitter.com/AdhikariBN/status/1739139958110388590#m,"#TMC MP, #KalyanBanerjee, who was suspended from #LokSabha, termed his mimicry an “art form”, and asserted he would continue to do so a “thousand times” because it comes under his fundamental rights. An arrogant, impolite, undemocratic fellow without Sanskar & Sanskriti.","Dec 25, 2023 · 4:24 AM UTC",0,0
https://twitter.com/sanjeevanand15/status/1739139796273139735#m,Make this woman lose big time if she dares to contest Lok Sabha elections,"Dec 25, 2023 · 4:23 AM UTC",0,0
https://twitter.com/NareshSaga72328/status/1739139783191126184#m,"BJP president JP Nadda, Defence minister Rajnath Singh, Lok Sabha Speaker Om Birla and Union Finance minister Nirmala Sitharaman pay tributes to former PM Atal Bihari Vajpayee at Sadaiv Atal in Delhi on his birth anniversary. https://sagarmediaincom.wordpress.com/2023/12/25/sagar-media-in-55/","Dec 25, 2023 · 4:23 AM UTC",0,0
