,User,Tweet
11730,Raghubv,#RahulGandhi forgot tat @MamataOfficial shd support her later and bashing left right ... waiting 2 c how #Mamata responds to @RahulGandhi barbs #Moditransformsbharat #CongressInsultsIndia #MainBhiChowkidar #malda #trinamool #TMC #LokSabhaElections2019
11731,SagarAc99,"Mr. @RahulGandhi accepted the defeat against @smritiirani in Amethi before the polls.
And now his cleaver move to Wayanad (Kerala) for contesting where 60% of its population is covered by Muslims and Christians. (40% Hindus). 
#wayanad 
#RahulGandhi 
#BattleOf2019"
11732,Vedica_Podar,"@YouthKiAwaaz @JaiveerShergill @INCIndia @pragyavats @lifeofapatrakar @saahilmenghani @juhiesingh @RahulGandhi @priyankagandhi @ShashiTharoor @sushmitadevmp @JaiveerShergill - how will the @INCIndia work to protect and uphold the rights of children across India's towns, cities and villages - be it related to #Safety, #Nutrition, #Wellness or #EducationForAll? #Vote4Children #ThingsWeShouldTalkAbout #LokSabhaElections2019"
11733,johncheeran,"#LokSabhaElections2019 Finally, #Kerala gets an opportunity to vote for an Indian prime minister @RahulGandhi @INCIndia"
11734,AsOurLawIs,"@INCIndia @RahulGandhi पप्पू चौकीदार से डर गया!
.
Who says @RahulGandhi doesn't have understanding of ground reality!?
.
Immediately after announcement of @smritiirani from Amethi, #RaGa is planning to contest from #Kerala!

#LokSabhaElections2019"
11735,AsOurLawIs,"पप्पू चौकीदार से डर गया!
.
Who says @RahulGandhi doesn't have understanding of ground reality!?
.
Immediately after announcement of @smritiirani from Amethi, #RaGa is planning to contest from #Kerala!

#LokSabhaElections2019"
11736,johncheeran,"#LokSabhaElections2019 #Kerala If @RahulGandhi seeks mandate from #Wayanad, it would be a signal moment in this elections, a sledgehammer blow against #LDF and @cpm"
11737,IamPrinto,"Welcome #RahulJi....❤❤❤
@RahulGandhi
to contest from #Wayanad, #Kerala

#LokSabhaElections2019"
11738,mohdshbz786,"@RahulGandhi sir , i belong to your constituency amethi.i wish u best of luck for the #Elections2019.sir please take some remarkable steps in the field of education..INDIA will not develop if education is costly#shikshahaitomumkinhai #narendramodi #Congress"
11739,haresh_thummar,It is very shameful situation where one Indian who represents @INCIndia support Pakistan and say #PulwamaTerrorAttack is routine accident. Just #ShameOnSam @RahulGandhi . Now we should end such debate with #SabootVsBooth #LokSabhaElections2019
11740,thewall_3vedi,"@RahulGandhi during his Bihar speech today said, “Main kisi se nahin darta (twice). Main sirf sacchai (and then he realises the big blunder he was about to make). It’s for the world to interpret what he was thinking! Such a funny man! #RahulGandhi #Elections2019"
11741,justin23448669,"@htTweets @RahulGandhi Those who say they aren't scared are actually the most scared ones.
#LokSabhaElections2019 #Pappu #PappuMuktAmethi2019"
11742,Vijayhema87,"#Congress #RahulGandhi said in #Kolkata that only rich people have chowkidars to guard them. @RahulGandhi - Please declare, how many chowkidars are guarding you 24x7 ? #ChowkidarNarendraModi
#Chowkidars #MainBhiChowkidar
#MainBhiChowkidarHun  @thevaibhavag @drnigam15 @PMOIndia"
11743,heebahameed8,"@RahulGandhi to contest from Wayanadu!
#LokSabhaElections2019"
11744,krithikasivasw,"Hey @RahulGandhi if you have guts, you must contest only from Amethi and face @smritiirani ji. If you plan to contest from elsewhere, then it means u have already given up and is a big loser. #AmethiWithSmriti #LokSabhaElections2019 #ModiFor2019"
11745,TheSagarSharma,"If @RahulGandhi contest election from Wayanad, Kerala. Then it is a Good Step by Chief of congress party. May the South India get equal preference in  Politics.
#LokSabhaElections2019"
11746,AyanPillai,@IndiaToday @RahulGandhi Dumb &amp; inefficient #RahulGandhi to contest election from #Waynad #Kerala
11747,muhammedAnvarkc,"@htTweets @RahulGandhi Welcome to God's own country
#RahulGandhi"
11748,shubham_sunny,"If @RahulGandhi is going to contest from Wayanad, that means #Chowkidar @smritiirani got her victory even before #LokSabhaElections2019

""Ye Darr Achha Hai"" Congress k liye."
11749,Naveen2012b,"#ElectionCommission @SpokespersonECI  #ElectionCommissionOfIndia
During #CodeOfConduct , how @RahulGandhi calls our PM as Chor (without any proof) during election campaign! There must be strict action against #RahulGandhi
Or he must stop talking non-sense 
#RahulShamelessLies"
11750,AdilNayar,"Will education loan will be waived by congress if congress will win in #LokSabhaElections2019 
Of unemployed students ?
@RahulGandhi 
@INCIndia 
@bpcc"
11751,Gnanashekar,"Dei Kerala peoples, don't you guys have enough candidates that you have to invite @RahulGandhi to contest from your state? You guys must be very generous! 

#wayanad #RahulGandhi"
11752,maqbool_sm,"PM @narendramodi is not a Chowkidar of the poor, but of Anil Ambani: @RahulGandhi 

#Purnea
#JanBhavnaRally
#LokSabhaElections2019"
11753,fiyaspeaks,"OMG !! @RahulGandhi to contest from #Wayanad constituency in #Kerala at  #LokSabhaElections2019 .
Well I am shocked to hear that  
Surprise for me as a keralite  !!! 
Confirmed!!!  @INCIndia 
NOTICE  :This is my first tweet abt politics 😂 ✌"
11754,Zero_3333,"Official : @RahulGandhi to contest from Wayanad, Kerala confirms KPCC President Mullappally Ramachandran

#LokSabhaElections2019"
11755,KP_offl_,"Breaking : @RahulGandhi to contest from Wayanad, Kerala

If it happen then It will be awesome news #Rahulgandhi 😍❤"
11756,tvjayan,So @RahulGandhi to contest from #Wayanad in #LokSabhaElections2019 ?
11757,MakwanaVasudev,"#LokSabhaElections2019 if @narendramodi will become PM again then India will become ""Vishvaguru"" and if @RahulGandhi then.......

You tell me what?"
11758,balunair99,"Breaking 

@RahulGandhi likely to contest #LokSabhaElections2019 from #Wayanad constituency in #Kerala ."
11759,vssanakan,"Big news coming in

@RahulGandhi may contest in Kerala. Wayanad constituency is waiting to welcome RaGa. 
#LokSabhaElections2019"
11760,Hiirenthackar,"@RahulGandhi What's your view about your jijaji and why are you out of jail i.e on Bail?

I believe chowkidar @narendramodi is too generous? #Chowkidars  #LokSabhaElections2019"
11761,AKHILESH_AC5,@Viral_SMS @RahulGandhi @smritiirani Only #RAHULGANDHI
11762,saurabh07___,SO MANY CHOKIDAAR AND STILL WOMEN'S ARE NOT SAFE IN INDIA @narendramodi @SirPareshRawal @AnupamPKher @BJP4India @rajnathsingh @SushmaSwaraj @AmitShah... CHOKIDAAR HI CHOOR H @RahulGandhi @priyankagandhi @SachinPilot @ashokgehlot51 @INCIndia  #LokSabhaElections2019
11763,RajiniKrishnan8,"@RahulGandhi You are the master of all Chors.  You and your dynast has looted the country for a good 65 years.  Stop pointing fingers.  Sort yourself,  your jeeja &amp; your pyaari mummy first. 
#RahulGandhi Chor Hain"
11764,JeevanBhatia,"@sherryontopp @narendramodi @priyankagandhi @RahulGandhi @INCIndia @IYC @MahilaCongress @JhaSanjay Paaji, fight #LokSabhaElections2019 now,
Let's see where you stand ? 

JaiHind 🇮🇳"
11765,GautamParmar84,@RahulGandhi हम सब चौकीदार हैं सिवाय #RahulGandhi because u are lazy in politics &amp; save our country...sry .. i think u r pakustani so. ...... My country. @PMOIndia @narendramodi @narendramodi_in @NarendraModi1FC
11766,KetansinhS,"@rssurjewala i also hv a 'diary' where it was mentioned that I hv paid 10k rs. to @RahulGandhi also i hv seen 1 diary where it was mentioned in #SoniyaGandhis handwriting that #RahulGandhi is mentally disabled guy hence i am not educating him in #India 

#CongressKiFakeDiaries"
11767,jangjhun,"#Accountabilty matter karti hai RahulGandhi we don't think you have these skills.

Kindly develop more skills to #Pitch #LokSabhaElections2019 😂😂😂😂😂"
11768,Alcoholic_007,"#Accountabilty matter karti hai @RahulGandhi we don't think you have these skills.

Kindly develop more skills to #Pitch #LokSabhaElections2019 😂😂😂😂😂"
11769,AbasahebDeokar,"@RahulGandhi @RahulGandhi  #RAHULGANDHI THIS IS YOUR #FRUSTRATION AND #NEGATIVE #POLITICS!
YOUR #PLAN AND #SCHEDULE - AFTER THE #POLL #RESULTS, #YOU (#RAHULGANDHI) will #CRIB ABOUT #EVM MACHINES, THEN #RAHULGANDHI will go #OVERSEAS FOR CHILL AND CONGRESS LEADERS WILL BE BUSY IN PROTECTING U."
11770,AshishJUpadhyay,"@pushprajdumraon @SengarAjay505 @RahulGandhi @smritiirani Great thought sir but people there have seen seven decades of darkness post independence. Only spark they have seen in last 4 years. Hope that spark is enough to ignite the fire in them.
#IndiaElects #NarendraModi"
11771,deepanshah13,"@RahulGandhi You mind Your LANGUAGE.

I am also a ProudnChowkidar of my Great Country.

I am a proud supporter of #NarendraModi.

I am a fierce opponent of @INCIndia &amp; @Yours.
Because you all are CHOR &amp; CORRUPT.

How did you dare tell me a Chor?

#IndiaFirst
#MainBhiChowkidar
#ChowkidarPhirSe"
11772,ChintanJG,"@timesofindia When @RahulGandhi will finish and leave this country?? 

We are not interested in his campaigning....

#AbkiBaarPappuKiHaar 
#PappuTeraKyaHoga
#TumseNaHoPayega
#BudbakPappu
#LokSabhaElections2019 
#MahaThugBandhan
#RaGaChorHai
#BehnaMeriRakhiKeBandhanKoNibhana

@republic @BJYM"
11773,ashutosh5553,After hearing few people in #Congress about #PulwamaAttack It's seem there are lot of enemy in Congress itself who don't want @RahulGandhi to be atleast a #LokSabhaElections2019 PM candidate.
11774,MaamoonKhan,"Gets spend For service?
@PMOIndia @BJP4India @BJP4Karnataka @IncomeTaxIndia @GST_Council @IndiaToday @aajtak #LokSabhaElections2019 #ChokidaarChorHai #chokidaar #indiangovernment @radio5_rne @timesofindia @RahulGandhi @INCKarnataka @INCIndia @sachin_rt @SrBachchan @Bollyhungama"
11775,DrRakeshGoswami,. @INCIndia president @RahulGandhi to launch poll campaign in Rajasthan from Suratgarh in #Ganganagar LS constituency on March 26. He will address two public meetings (second in Bundi) and a workers meet (in Jaipur) that day #LokSabhaElections2019
11776,amit7794,Do you want a debate between @narendramodi and @RahulGandhi before #LoksabhaElections2019 ?
11777,saying_as_it_is,"@RahulGandhi You're not even chors, you are decoits #InternationalNexusOfCrooks aka @INCIndia 

#Congress is corrupt, anti-Hindu &amp; a traitor - could there be worse titles than these?? Any answers ????? Aaaah, forget it!!!!!!!!!!!!!!!

#LokSabhaElections2019"
11778,Indian_LN,"@RahulGandhi Loos Sheets 👎, it's time to change your party think tank. What a childish allegation. Grow up Mr RaGa.

#FakeFactory
#MainBhiChowkidar
#YeddyurappaDiaries
#PhirEkBaarModiSarkar
#LokSabhaElections2019"
11779,bactive123,@kalpadipd8 @dhruv_rathee So called #Chowkidar #NarendraModi is destroying our environment too.. @RahulGandhi @ppbajpai @ravishndtv @abhisar_sharma @sardesairajdeep @karanjohar @kunalkamra88 @akashbanerjee @fayedsouza @priyankachopra @ParineetiChopra @BBCNews @UN @ndtvindia @nytimes @VinodDua7
11780,aumnamah_,"@KPadmaRani1 @divyaspandana @RahulGandhi @narendramodi Are we suppose to laugh on this #Pappu joke? Atleast have a humorous caption or just add #Pappu #RahulGandhi’s picture, everyone will get the joke."
11781,realavinash37,@RahulGandhi In the age of digitalization u are still talking about diary 😁 Grown up man. Your IQ number is  same as no of zero in that diary. #CongForPakistan #JantaMaafNahiKaregi #SamPitroda #CongressKiFakeDiaries #RahulGandhi
11782,SeaulS,"@RahulGandhi
 Follow #NarendraModi It'll change your career."
11783,sauravojha16,"I request to all the regional parties allied with @INCIndia, Kindly give 44 seats in #LokSabhaElections2019 bcz as of now @RahulGandhi is begging to 9-10 seats
#Bihar - 9
#TamilNadu - 9 
#JammuKashmir - 2
#UttarPradesh - 2
At least respect national party."
11784,AshuSpeaksNow,"Top 5 hastags @RahulGandhi

#JantaMaafNahiKaregi
#SmritiForAmethi
#SamPitroda
#LokSabhaElections2019
#PulwamaTerrorAttack

Check out this thread for more tweet-analytics on NaMo/RaG"
11785,NishaAjayKanoj1,@timesofindia @RahulGandhi Look whose talking #RahulGandhi
11786,VakilBharati,"@hindustanse @ZubinaAhmd @RahulGandhi Actually, #RahulGandhi is the role model when it comes spreading lies, irresponsible, fraud, nepotism, oligarch and all those known vices. All others are just following their role model."
11787,subhashpathak,@PremChandraMis2 @PMOIndia @RahulGandhi @rssurjewala @shaktisinhgohil Will @KirtiAzadMP find a place to fight under #GrandAlliance from #Bihar during the upcoming #LokSabhaElections2019 ?
11788,shishirvansh,"@surnell @ankurjain200607 @smritiirani @RahulGandhi Even I want to go and canvass for Smriti ji. This bail dhaari Jhootha leader of Congress should be in jail for corruption,  nepotism, and abusing our PM #Trending #NarendraModi #ModiChantSpooksCong #NaMoAgainAngersCong"
11789,ninadsheth,@MajorPoonia Sam pitroda's advocacy of terrorists  Casual dismissal of martyrs of #PulwamaAttack and 26/11 betrays a deep seated self hatred @RahulGandhi by his silence endorses that #Pakistan #terror and echos that India should not have retaliated will cost him come #LokSabhaElections2019
11790,ninadsheth,@ShivAroor Sam pitroda's advocacy of terrorists  Casual dismissal of martyrs of #PulwamaAttack and 26/11 betrays a deep seated self hatred @RahulGandhi by his silence endorses that #Pakistan #terror and echos that India should not have retaliated will cost him come #LokSabhaElections2019
11791,ninadsheth,@ANI Sam pitroda's advocacy of terrorists  Casual dismissal of martyrs of #PulwamaAttack and 26/11 betrays a deep seated self hatred @RahulGandhi by his silence endorses that #Pakistan #terror and echos that India should not have retaliated will cost him come #LokSabhaElections2019
11792,ninadsheth,@MinhazMerchant @sampitroda @RahulGandhi Sam pitroda's advocacy of terrorists  Casual dismissal of martyrs of #PulwamaAttack and 26/11 betrays a deep seated self hatred @RahulGandhi by his silence endorses that #Pakistan #terror and echos that India should not have retaliated will cost him come #LokSabhaElections2019
11793,mssamant,"@Shehzad_Ind @RahulGandhi #MainBhiChowkidar  #LokSabhaElections2019 
#Vote4BJP 
Amethi Scene- #RoGa will loose #Parliament seat
after #voters #vote #SmritiForAmethi 
My Prediction- To be safe he will also contest from another seat😉"
11794,NaveenChandra87,"@RahulGandhi Himself on Bail Under IPC Section 420 he is calling My PM Chor what a Joke 😂😂😂
#May23WithTimesNow #LokSabhaElections2019 #CongForPakistan #LIVE"
11795,Kevinit,@RahulGandhi Duffer #RahulGandhi ko vote do ye aloo se sona banaega #RahulGandhiIsDuffer ; One family dynasty has ruined India; think of world not from your perspective but think of world from your perspective right?
11796,pkm1999,"@RahulGandhi #RahulGandhi  knows that he has no hope to make it up in the ensuring LS Elections ,  he is now resorting to other means , afraid of the failure in the forthcoming event.  Do not give up till 19th May 2019  @INCIndia President   .. @narendramodi    @rajnathsingh    @arunjaitley"
11797,khels2u,"@IndiaToday In ur face @INCIndia @RahulGandhi @rssurjewala @Pawankhera @priyankac19 @priyankagandhi 

#IndiaElects 
#LoksabhaElections2019 
#ElectionsWithHT 
#ElectionsWithTimes 
#May23WithTimesNow"
11798,imAjitGarg,"@INCIndia #JantaMaafNahiKaregi #SamPitroda close aide of @RahulGandhi says #PulwamaAttack type attack happens often and it is wrong to blame Pakistan. 
#Shame #CongressCollapse #LoksabhaElections2019"
11799,manisha__gupta,"More than @narendramodi being the PM what will be more interesting is @smritiirani kicking out @RahulGandhi from Congress's safest seat for decades - #Amethi 

Really looking forward to it !! 😆

#AmethiWithSmriti
#BJPFirstList
#JantaMaafNahiKaregi #LokSabhaElections2019"
11800,priyanshdubey99,"Sam pitroda doesn't believe whether indian air force killed those 300 terrorist.
Even I don't believe that pappu is his son.😂
#LokSabhaElections2019 #PulwamaAttack"
11801,hbhansali1,"@MinhazMerchant @sampitroda @RahulGandhi @sampitroda represents the real mentality of Congress..’Don’t know much’ about anything but keep lying on sensitive issues like 
#Rafale 
#pulwanaattack 
#PulwamaTerrorAttack 
#BalakotAirStrikes or even 
#LokSabhaElections2019"
11802,SantyTalk,Sam Pitroda is the pea brain behind the brainless @RahulGandhi and all that Pappu is fed is crap.. They have forgotten It's India first for us. #pulwama #JantaMaafNahiKaregi #NaMoAgain #LokSabhaElections2019
11803,eclectictweets,"After Congress President @RahulGandhi kick-started party's election campaign in #Manipur, 5 former party MLAs along with some workers quit the party to join a regional outfit #NortheastIndia #LokSabhaElections2019"
11804,sanketshelke_,"@smritiirani @narendramodi This time your victory is confirmed from amethi @smritiirani @RahulGandhi 
#LokSabhaElections2019"
11805,Athiathullah,"@dinakaranonline இதை நினைத்து,
பெருமைப் படவா,
வெட்கப் படவா 🤦🏻‍♂️

The only PM in the whole world, who didn't have Balls to conduct a fair press conference.

@PMOIndia @narendramodi 

#LokSabhaElections2019 #Elections2019
@INCTamilNadu @RahulGandhi
@INCIndia @sumanthraman @prakashraaj @NaamTamilarOrg"
11806,blahblublee,"#SamPitroda makes a self goal statement!
Effect:
@RahulGandhi 's 10 AM PC yet to happen
And @rssurjewala tries to change the narrative with a fake diary entry!
How desperate!
#LokSabhaElections2019"
11807,sharmars003,"Peoples like @sampitroda @RahulGandhi @priyankagandhi Demand freedom of speech as a compensation for the freedom of thought which they seldom use.
@INCIndia @ndtv @BDUTT
@sagarikaghose @ashutosh83B
#SamPitroda
#JantaMaafNahiKaregi
#LoksabhaElections2019"
11808,CIVILKHAN1,"@RahulGandhi A Bachelor Can't Be PM of #India We already experienced it &amp; we won't be repeating the same mistake.

We suggest you to get married n settled down in your life.

We know that you're incapable to even dream of becoming PM of #India.

You're a Lavish Person

#LokSabhaElections2019"
11809,mohitmishraa,"seems like @INCIndia house is on fire... another Big Coup on the cards for @BJP4India , ex Minister and close confidante of @RahulGandhi  @JitinPrasada  may join the @BJP4India ... @News18India #LokSabhaElections2019"
11810,j5Tr2S5BzCUiLa3,"I'm Arif and I'm from #hardoi #up and I'm going to vote for @RahulGandhi in upcoming #LokSabhaElections2019
 #voteforcongress #ChaukidarChorHai @INCIndia @priyankac19 @priyankagandhi @RajBabbarMP @HardikPatel_ @jigneshmevani80 @NayakRagini @pankhuripathak"
11811,DukeMahanta,"PM #Chowkider Ji in his 49 trips visited 58 different countries &amp; spent 225 days.We would like to see our next PM visiting at least 58 districts of the country &amp; spending 200 days listening to the villagers &amp; students. #LoksabhaElections2019
@RahulGandhi
@priyankagandhi
@INCIndia"
11812,charmer_nku,"@TimesNow @iSamiakapoor From @sampitroda to #SHAME #pitroda... @RahulGandhi best friend #PitrodaBacksPakistan just like #RahulLovesTerrorists #SamPitroda is the real face of #CONgress
VOTE for #NarendraModi #MainBhiChowkidar #ChowkidarPhirSe #LIARLIAR #PhirEKBaarModiSarkaar"
11813,charmer_nku,"@IndiaToday From @sampitroda to #SHAME #pitroda... @RahulGandhi best friend #PitrodaBacksPakistan just like #RahulLovesTerrorists #SamPitroda is the real face of #CONgress
VOTE for #NarendraModi #MainBhiChowkidar #ChowkidarPhirSe #LIARLIAR #PhirEKBaarModiSarkaar"
11814,moiDeepak,"So Amethi will see @RahulGandhi vs @smritiirani again. Unless Prince finds a safe seat somewhere in Karnataka. At least that is what the buzz is :) Best wishes @smritiirani. You will create history this time :) 
#LokSabhaElections2019"
11815,mjoshuaben,". What @RahulGandhi must do immediately, Stop the highly erudite, eloquent, elitist leaders of Congress from speaking. They are highly ignorant of ground realities and speak from their high pedestal. Put a gag order immediately and stop this nonsense. #RahulGandhi"
11816,RimaChaturvedi,9 minutes to go for PC #Reveal of truths by #RahulGandhi ji @RahulGandhi @INCIndia
11817,MAGESHW57341284,"@rajeev_mp @RahulGandhi @sampitroda @INCIndia TOM DICK &amp; HARRY WHO DO NOT KNOW ABCD OF UNIFORMED PERSONS POLICIES?
#RETRIGRADEOppositionParties
CONGRESS/SP/NC/TMC/OTHER RETROGRADE POLITICIANS MUST HAVE DECENCY ENOUGH"" NOT TO PASS IGNORANT COMMENTS ON PULWAMA&amp;AFTERMATH""
#NOBUSINESS TO DRAG ARMED FORCES
#LokSabhaElections2019"
11818,MAGESHW57341284,"@rashtrapatibhvn
@narendramodi
@AmitShah
@RahulGandhi
@IAF_MCC
@adgpi
#RETRIGRADEOppositionParties
CONGRESS/SP/NC/TMC/OTHER RETROGRADE POLITICIANS MUST HAVE DECENCY ENOUGH"" NOT TO PASS IGNORANT COMMENTS ON PULWAMA&amp;AFTERMATH""
#NOBUSINESS TO DRAG ARMED FORCES
#LokSabhaElections2019"
11819,venkypasham,"Yes... Fear levels in the country have been increased, If you do wrong you will be brought under law and punished to the highest levels... @RahulGandhi Isn't this FEAR is good for the country.. ??? #NAMOAGAIN #MainBhiChowkidar #LokSabhaElections2019"
11820,iamkaranbachani,@NeetuGarg6 Someone plz send him back to italy there he will be hosting comedy standups.. tumse na hopayega pappu ji.. 🙌😂🙌😂🙌 #Italy #RahulGandhi #congress #WeWantChowkidar #JantaMaafNahiKaregi
11821,purohitvasu,"This will be fun!
Bangalore South: @narendramodi 
Bangalore Rural: @RahulGandhi 
Karnataka will be again on lime light for #LokSabhaElections2019 
@KiranKS @VishweshwarBhat"
11822,Shubham90126747,"@mehdirhasan Can you do a head to head episode with @RahulGandhi ? It would be interesting to know what he wants to do better for the India and it's foreign policy.
#headtohead #rahulheadtoheadmehdi 
#RahulGandhi 
#mehdihasan"
11823,shorya_e,@bainjal Actually!!!!     Bttr not contest elections instd of serving d #LokSabhaELections2019  on a platter to him.....   @RahulGandhi  need to wrk on timing.
11824,SanjayCho,"@ANI This is @RahulGandhi chief advisor, he blames India for retaliating against Pakistanis terrorist who killed 40 Indians in a suicide attack. Sam says Pulwama attack happens all the time. I hope the citizens of India remember this treachery when they vote in #LoksabhaElections2019"
11825,ss_suryawanshi,".@INCIndia party likely 2 announce it's remaining Lok Sabha seats today. The list will be finalised in the central elections committee in Delhi chaired by Congress president @RahulGandhi . Then, join press conference with alliance partners in Maharashtra.  #LokSabhaElections2019"
11826,ilyasghouri54,@SengarAjay505 @Amrita_pandey1 @RahulGandhi @smritiirani Of course #RahulGandhi 👍
11827,skalpanap,"@India_legally @mukeshrajBJP @Shehzad_Ind @RahulGandhi @INCIndia So @INCIndia doesnt have any better.leaders in its rank than those born with family tag.  is it. #NarendraModi is self made, elected by party workers
#ModiAgain2019 #ModiOnceMore"
11828,CaptAssamRegt,"@RahulGandhi on #womenempowerment from #Amethi :
"" Dear Voters, Please empower me by your vote to crush a woman called @smritiirani "" .

(#RahulGandhi finishes his speech with a wink)

#SmritiForAmethi #AmethiWithSmriti"
11829,Ajinkya0406,"@aajtak @RahulGandhi @smritiirani I strongly believe that in the #LokSabhaElections2014 @RahulGandhi had lost to @smritiirani otherwise why would results of Amethi be the last one across India to be declared??
#LokSabhaElections2019"
11830,amitpujari1,@MrsGandhi @smritiirani @RahulGandhi It's not just an election this will show who people of amethi supports. They want development or will they continue to vote for a family who's exploiting them for decades and will continue to do so. #LokSabhaElections2019 #SmritiForAmethi
11831,mrsikandar,@timesofindia @smritiirani @RahulGandhi One of the most interesting contest I'm looking forward to witnessing it.#decision2019 #LokSabhaElections2019 #AmethiBattle
11832,BPositive104,#LokSabhaElections2019 India needs a paradigm shift with @smritiirani defeating @RahulGandhi in #Amethi. @Shehzad_Ind
11833,Nishtri13,@rssurjewala Any comment on #ManmohanSingh not contesting #LokSabhaElections2019 @RahulGandhi ??
11834,Bebaak__Indian,"@BDUTT @smritiirani @RahulGandhi Who are you rooting for? Don't look for patli gali on this one 😬
#BJPFirstList
#LoksabhaElections2019
#Amethi"
11835,biswadeepg,Will @smritiirani beat @RahulGandhi this time? What do you think? #LokSabhaElections2019 #SmritiForAmethi #RahulGandhi
11836,OnHris,"So @RahulGandhi have you started to look for safe push in LS19.

Maharashtra, KA or Chattisgarh now?😂. Nothing is safe!

#LokSabhaElections2019 
#BJPFirstList 
#BJPKiList2019 
#smritiforAMETHI 
#PhirEkBaarModiSarkar"
11837,shivamshukla_98,"I think this year Amethi wants a new leader, I think in this election @RahulGandhi will loose his seat...
Many Congrulations to u Mam @smritiirani
#BJPFirstList 
#LokSabhaElections2019"
11838,GirishCShastry,"@Shehzad_Ind @smritiirani @RahulGandhi Now that #SmritiForAmethi, fearing LOSS, @RahulGandhi will file from another constituency or have his sister contest #SmritiIrani. 

With
#PhirEKBaarModiSarkaar it will be
#CongressMuktBharat after
#LokSabhaElections2019"
11839,imVaquar,"The voters of #Amethi had rejected @smritiirani &amp; @DrKumarVishwas in 2014 and the history will repeat itself. 
@RahulGandhi
#LokSabhaElections2019"
11840,rnrajan7,"@c_aashish @TheJaggi @SwarajyaMag #LokSabhaElections2019 

One seat reserved for the loser Motor Mouth @rssurjewala &amp; rest all to #Rafale Fail @RahulGandhi to loose deposit

#ChowkidarPhirSe"
11841,Subashcovai,"@RahulGandhi Yes, that 1 crore people turned as owners, started own business by getting loan thru Mudra Scheme....

@narendramodi thanks sir, you changed 1 crore Employee's to Employers!
#NaMoAgain2019 #MainBhiChowkidar #NarendraModi #LokSabhaElection2019 #bjpfirstlist"
11842,Iamgandhiwadi,"@RahulGandhi You are good educated leader @RahulGandhi you are talk educated person. U great &amp; knowledgeable #RahulGandhi , but some politician talk without any proof &amp; without indian economic statics proof, only talk like chowkidar, illiterate person #GodiMedia  #MediaPolitics #Soldoutmedia"
11843,seasonviews,"An #alternative career choice for @RahulGandhi 

#Amethi #RahulLovesTerrorists #RahulTakingIndiaForward #RahulGandhi #PriyankaGandhi #bjpfirstlist #GeneralElections2019 #LokSabhaElection2019 #GeneralElection2019 #LokSabhaElections #smritiforAMETHI"
11844,LaksshyaAdvani,"@Shehzad_Ind @smritiirani @RahulGandhi This time no one can defeat @smritiirani from #Amethi 

She will create H-I-S-T-O-R-Y big time and will show #RahulGandhi his right place. 

#LokSabhaElections2019 
#SmritiForAmethi"
11845,LaksshyaAdvani,"@BDUTT @smritiirani @RahulGandhi @smritiirani is winning it big time. 

#Amethi #LokSabhaElections2019"
11846,INikhatAli,"So It’s Once again @smritiirani V/s @RahulGandhi in #Amethi 

#bjpfirstlist 
#LokSabhaElections2019⁠ ⁠"
11847,imRiteshBindal,@smritiirani I have full confidence in ur caliber &amp; believe that u will crush the pappu #RahulGandhi this time in Amethi...God bless u with a grand victory in 2019 &amp; ever..Jai Hind...Jai Modiji
11848,ECKolkata,It's @smritiirani versus @RahulGandhi in UP's Amethi #LokSabhaElections2019
11849,peace_indian,@Shehzad_Ind @RahulGandhi Shameless chameleon cant beat the honest man #RahulGandhi
11850,abhishek_r_h,@timesofindia @smritiirani @RahulGandhi That's the reason why @INCKarnataka trying to give second seat in Karnataka. They have already sensed the losing of #Pappu 🤣🤣🤣  #LokSabhaElections2019 #PhirEkBaarModiSarkar
11851,puneetasthanaa,@ShefVaidya @smritiirani @RahulGandhi But #RahulGandhi will not contest from there
11852,drnitinchaube,"@timesofindia @smritiirani @RahulGandhi #RahulGandhivssmritiirani #smritiiranivsrahulgandhi #Amethi #amethiwithrahul #PriyankaGandhi contest/no contest? #RahulGandhi has grown in stature in 5 years; #smritiirani is with allegations of a scam, reputation of officers resigning, do people of amethi connect with her????"
11853,LaksshyaAdvani,@timesofindia @smritiirani @RahulGandhi This time #Amethi will create H-I-S-T-O-R-Y !! @smritiirani will emerge victorious big time. #LokSabhaElections2019
11854,deepakbudki,@circletwister @RahulGandhi is providing employment to youth from childhood itself. @INCIndia #loksabhaelections2019
11855,ask0704,"And @smritiirani will be contesting in #Amethi this time.. If the reports are to be believed @RahulGandhi is already looking for a seat elsewhere... Best of luck to @smritiirani, she will win Amethi for sure! #LokSabhaElections2019"
11856,surinder_joshi,"@RahulGandhi #RahulGandhi’s concern fr the #Kasmiri bros n sisters following a wayside incident was indeed commendable! Has he or his mom ever in their life brooded over lacs of #KashmiriPandit families driven out of the state during #Cong rule ... n what, if anything was done fr them ???"
11857,TweetofHardik,"How's The Josh @RahulGandhi ???

@smritiirani will contest #LokSabhaElections2019 from #Amethi"
11858,S_Rahul85,"This time @RahulGandhi may seat in Rajya Sabha intead of Lok Sabha.
Coz @smritiirani is replacing him in #LS2019 #Amethi #LokSabhaElections2019"
11859,Pinku40,@BDUTT @smritiirani @RahulGandhi #RahulGandhi for PM
